
2	1.0629833333333334	[0.3624967585135381, 0.833494711181799, 0.0, 1.0, 0.16328560811267456, 1.0, 0.07508746531568078, 0.5935700322185595, 0.7017090673898568, 1.0]
14	1.065	[1.0, 0.2600873632248446, 0.5955870901469253, 0.0, 0.0, 0.4304716830430363, 0.4196174707991833, 0.852958280397879, 0.0, 1.0]
52	1.0821	[0.9708937020535677, 0.7093506454793249, 0.0, 0.0, 0.0, 0.30261741333181313, 0.0, 0.5172191275860081, 0.19067055774829927, 1.0]
190	1.1100666666666668	[0.7908723879171802, 0.11304675765123395, 0.0, 0.0, 0.0, 0.0, 0.009307989974312602, 0.5590148460563872, 0.34339182364356313, 1.0]
608	1.1526	[0.28641665188508925, 0.5928512630501533, 0.3776478662609614, 0.0, 0.08603151151043825, 0.0, 0.6880566392611323, 1.0, 0.0, 0.8617858297498597]
1870	1.1988	[0.31884813329698336, 1.0, 0.5348231210047079, 0.0, 0.0, 0.0, 0.49243279457697764, 0.27968473156215734, 0.0, 0.21052044917162693]
2633	1.25675	[0.05294881431235299, 0.07573986878627603, 0.0, 0.0, 0.0, 0.2763295283455274, 0.6033911460141623, 0.4645392257519289, 0.0, 0.43328976388091434]
3351	1.2615	[0.6856135623809478, 0.054707107740028904, 0.0, 0.0, 0.0, 0.0, 0.17550080525802447, 0.24516592517974245, 0.7916432259889392, 0.0]
5996	1.2664	[0.0, 0.0, 0.02010088679360841, 0.0, 0.0, 0.7687045988631142, 0.0, 0.4247989448367805, 0.22170631527019613, 0.4904853553457507]
